title,rentType,position,direction,area,tags,price
整租·世博滨江·西藏南路1566弄·1居室,整租,蓬莱公园 西藏南路1566弄 · 距离地铁西藏南路50米, 南 , 43 平米 ,随时看,4900 元/月
整租·世博·新世纪花苑·2居室,整租,浦东世博 新世纪花苑 · 距离地铁长清路123米, 南北 , 50 平米 ,随时看,5200 元/月
整租·源深·梅园三街坊·1居室,整租,源深 梅园三街坊 · 距离地铁世纪大道688米, 南 , 29 平米 ,随时看,4600 元/月
整租·塘桥·浦建小区·1居室,整租,塘桥 浦建小区 · 距离地铁塘桥263米, 南 , 34 平米 ,随时看,4500 元/月
整租·塘桥·浦建小区·1居室,整租,塘桥 浦建小区 · 距离地铁塘桥263米, 南 , 39 平米 ,随时看,4500 元/月
整租·塘桥·宁阳小区·1居室,整租,塘桥 宁阳小区 · 距离地铁塘桥384米, 南 , 38 平米 ,随时看,3600 元/月
整租·北新泾·天蒲小区·1居室,整租,北新泾 天蒲小区 · 距离地铁北新泾101米, , 35 平米 ,随时看,3800 元/月
整租·康健·迎春园·2居室,整租,康健 迎春园 · 距离地铁上海南站1358米, 南 , 76 平米 ,随时看,6400 元/月
整租·康健·迎春园·1居室,整租,康健 迎春园 · 距离地铁上海南站1358米, 西 , 51 平米 ,随时看,4200 元/月
整租·凉城·广中路458号·2居室,整租,凉城 广中路458号 · 距离地铁赤峰路1213米, 南 , 45 平米 ,随时看,4800 元/月
整租·塘桥·微山新村·2居室,整租,塘桥 微山新村 · 距离地铁塘桥291米, 南 , 47 平米 ,随时看,6500 元/月
整租·徐家汇·上影公寓·1居室,整租,徐家汇 上影公寓 · 距离地铁上海体育场263米, 南 , 41 平米 ,随时看,5800 元/月
整租·南码头·浦三路628弄·2居室,整租,南码头 浦三路628弄 · 距离地铁临沂新村508米, 南 , 41 平米 ,随时看,5000 元/月
整租·南码头·临沂六村·2居室,整租,南码头 临沂六村 · 距离地铁临沂新村307米, 南 , 45 平米 ,随时看,4500 元/月
整租·南码头·浦三路628弄·2居室,整租,南码头 浦三路628弄 · 距离地铁临沂新村508米, 南 , 43 平米 ,随时看,4800 元/月
整租·真如·曹杨八村·2居室,整租,曹杨 曹杨八村 · 距离地铁真如453米, 南 , 66 平米 ,随时看,6500 元/月
整租·颛桥·君莲小区·2居室,整租,颛桥 君莲小区, 南 , 93 平米 ,随时看,4500 元/月
整租·甘泉宜川·泰山一村·2居室,整租,甘泉宜川 泰山一村 · 距离地铁中潭路907米, 南北 , 46 平米 ,随时看,4200 元/月
整租·真如·水塘小区·1居室,整租,真如 水塘小区 · 距离地铁真如746米, 南 , 42 平米 ,随时看,3600 元/月
整租·北蔡·芳华公寓-芳草路352弄·1居室,整租,长寿 芳华公寓-芳草路352弄 · 距离地铁芳华路795米, 南 , 48 平米 ,随时看,4600 元/月
整租·光新·管弄新村四街坊·1居室,整租,光新 管弄新村四街坊 · 距离地铁岚皋路98米, 南 , 35 平米 ,随时看,3200 元/月
整租·梅陇·罗阳东四村·1居室,整租,梅陇 罗阳东四村 · 距离地铁莲花路1252米, 南 , 45 平米 ,随时看,3300 元/月
整租·控江路·控江二村·1居室,整租,控江 控江二村 · 距离地铁黄兴路556米, 南 , 35 平米 ,随时看,3800 元/月
整租·潍坊·潍坊二村·1居室,整租,潍坊 潍坊二村 · 距离地铁浦电路(6号线)806米, 南 , 28 平米 ,随时看,4500 元/月
整租·真如·市政馨苑·2居室,整租,真如 市政馨苑 · 距离地铁真如701米, 南 , 60 平米 ,随时看,5000 元/月
整租·金桥·永业小区-永业路94弄·2居室,整租,金桥 永业小区-永业路94弄 · 距离地铁金桥559米, 南 , 69 平米 ,随时看,5500 元/月
整租·中山公园·天山四村·1居室,整租,天山 天山四村 · 距离地铁娄山关路292米, 北 , 21 平米 ,随时看,3700 元/月
整租·真如·石岚二村·1居室,整租,光新 石岚二村 · 距离地铁岚皋路721米, 南 , 35 平米 ,随时看,3700 元/月
整租·北新泾·瑞冬小区·2居室,整租,北新泾 瑞冬小区 · 距离地铁北新泾698米, 南 , 51 平米 ,随时看,5200 元/月
整租·甘泉宜川·宜川二村·1居室,整租,甘泉宜川 宜川二村 · 距离地铁中潭路790米, 北 , 30 平米 ,随时看,3600 元/月
整租·甘泉宜川·长新小区-新村路349弄·1居室,整租,甘泉宜川 长新小区-新村路349弄, 南 , 34 平米 ,随时看,4300 元/月
整租·万体馆·龙山新村·2居室,整租,万体馆 龙山新村 · 距离地铁上海体育场215米, 南 , 54 平米 ,随时看,6500 元/月
整租·甘泉宜川·宜洛馨苑·2居室,整租,甘泉宜川 宜洛馨苑 · 距离地铁中潭路503米, 南 , 37 平米 ,随时看,4500 元/月
整租·七宝·茂盛花苑·3居室,整租,七宝 茂盛花苑, 南 , 67 平米 ,随时看,5700 元/月
整租·真如·岚皋西路95弄·1居室,整租,真如 岚皋西路95弄 · 距离地铁镇坪路691米, 北 , 31 平米 ,随时看,4400 元/月
整租·斜土路·平江路49弄·1居室,整租,斜土路大木桥 平江路49弄 · 距离地铁嘉善路490米, 南 , 34 平米 ,随时看,4500 元/月
整租·南码头·临沂八村·1居室,整租,南码头 临沂八村 · 距离地铁临沂新村462米, 南 , 35 平米 ,随时看,4300 元/月
整租·龙华·龙漕路66弄·2居室,整租,龙华 龙漕路66弄 · 距离地铁漕宝路250米, 南 , 45 平米 ,随时看,4900 元/月
整租·上海南站·汇成一村·1居室,整租,南站 汇成一村 · 距离地铁上海南站841米, 南 , 33 平米 ,随时看,4400 元/月
整租·田林·田林十二村·1居室,整租,田林 田林十二村 · 距离地铁漕宝路642米, 南 , 42 平米 ,随时看,3900 元/月
整租·控江路·敦化路3弄·1居室,整租,杨浦公园 敦化路3弄 · 距离地铁延吉中路497米, 北 , 27 平米 ,随时看,2600 元/月
整租·古美·古美一村·1居室,整租,古美罗阳 古美一村 · 距离地铁顾戴路971米, 南 , 43 平米 ,随时看,5000 元/月
整租·古美·平阳四街坊·2居室,整租,古美罗阳 平阳四街坊 · 距离地铁顾戴路916米, 南 , 64 平米 ,随时看,5900 元/月
整租·甘泉宜川·延长西路40弄·1居室,整租,甘泉宜川 延长西路40弄 · 距离地铁中潭路1159米, 南 , 35 平米 ,随时看,4200 元/月
整租·长桥·长桥一村·2居室,整租,长桥 长桥一村, 南 , 60 平米 ,随时看,4500 元/月
整租·真如·石岚三村·1居室,整租,真如 石岚三村 · 距离地铁岚皋路601米, 南 , 30 平米 ,随时看,4500 元/月
整租·真如·石岚三村·2居室,整租,真如 石岚三村 · 距离地铁岚皋路601米, 南 , 45 平米 ,随时看,5800 元/月
整租·真如·石岚三村·2居室,整租,真如 石岚三村 · 距离地铁岚皋路601米, 南 , 42 平米 ,随时看,6500 元/月
整租·周浦·龙威茗庭·1居室,整租,周浦 龙威茗庭, 南 , 61 平米 ,随时看,3400 元/月
整租·凉城·广灵二村·1居室,整租,凉城 广灵二村 · 距离地铁大柏树599米, 北 , 32 平米 ,随时看,3600 元/月
整租·徐家汇·电影华苑·1居室,整租,徐家汇 电影华苑 · 距离地铁上海体育馆206米, 南 , 80 平米 ,随时看,8200 元/月
整租·梅陇·罗阳七村·2居室,整租,梅陇 罗阳七村 · 距离地铁外环路664米, 南 , 109 平米 ,随时看,6700 元/月
整租·甘泉宜川·宜川一村·1居室,整租,甘泉宜川 宜川一村 · 距离地铁中潭路874米, 北 , 26 平米 ,随时看,3200 元/月
整租·万体馆·漕溪二村·3居室,整租,万体馆 漕溪二村 · 距离地铁龙漕路477米, 南 , 95 平米 ,随时看,7700 元/月
整租·梅陇·罗阳东四村·2居室,整租,梅陇 罗阳东四村 · 距离地铁莲花路1252米, 南 , 60 平米 ,随时看,4700 元/月
整租·潍坊·东建新村·2居室,整租,潍坊 东建新村 · 距离地铁塘桥818米, 南 , 45 平米 ,随时看,4800 元/月
整租·洋泾·苗圃路138弄·3居室,整租,洋泾 苗圃路138弄 · 距离地铁北洋泾路757米, 南 , 88 平米 ,随时看,7400 元/月
整租·金杨·香山东北街坊·2居室,整租,金杨 香山东北街坊 · 距离地铁蓝天路629米, 南 , 56 平米 ,随时看,4400 元/月
整租·植物园·百龙小区·1居室,整租,植物园 百龙小区, 南 , 41 平米 ,随时看,3500 元/月
整租·真光·真光七街坊·2居室,整租,真光 真光七街坊, 南 , 58 平米 ,随时看,4500 元/月
整租·甘泉宜川·章家巷小区·1居室,整租,甘泉宜川 章家巷小区 · 距离地铁中潭路942米, 南 , 42 平米 ,随时看,4500 元/月
整租·真如·水塘小区·2居室,整租,真如 水塘小区 · 距离地铁真如746米, 南 , 60 平米 ,随时看,5300 元/月
整租·北蔡·惠德新邨·1居室,整租,北蔡 惠德新邨 · 距离地铁龙阳路728米, 南 , 42 平米 ,随时看,4200 元/月
整租·北蔡·万邦都市花园一期·3居室,整租,北蔡 万邦都市花园一期 · 距离地铁锦绣路1163米, 南 , 130 平米 ,随时看,10500 元/月
整租·北新泾·瑞冬小区·1居室,整租,北新泾 瑞冬小区 · 距离地铁北新泾698米, 南 , 40 平米 ,随时看,4400 元/月
整租·上海南站·光华园·2居室,整租,南站 光华园, 南 , 62 平米 ,随时看,5500 元/月
整租·徐家汇·乐山八九村-虹桥路411弄·2居室,整租,徐家汇 乐山八九村-虹桥路411弄 · 距离地铁徐家汇653米, 南 , 63 平米 ,随时看,7000 元/月
整租·源深·梅园四街坊·2居室,整租,源深 梅园四街坊 · 距离地铁世纪大道477米, 南 , 55 平米 ,随时看,5800 元/月
整租·世博·德州二村·1居室,整租,浦东世博 德州二村 · 距离地铁成山路425米, 南 , 37 平米 ,随时看,4000 元/月
整租·真如·石岚三村·1居室,整租,真如 石岚三村 · 距离地铁岚皋路601米, 南 , 36 平米 ,随时看,4200 元/月
整租·北新泾·天蒲小区·2居室,整租,北新泾 天蒲小区 · 距离地铁北新泾101米, 南 , 61 平米 ,随时看,5500 元/月
整租·甘泉宜川·新长小区·1居室,整租,甘泉宜川 新长小区 · 距离地铁新村路1114米, 南 , 40 平米 ,随时看,4600 元/月
整租·梅陇·锦鸿公寓·2居室,整租,梅陇 锦鸿公寓 · 距离地铁莲花路1027米, 南 , 98 平米 ,随时看,5700 元/月
整租·世博·济阳三村-西营路114弄，德州路421弄·2居室,整租,浦东世博 济阳三村-西营路114弄，德州路421弄 · 距离地铁长清路795米, 南 , 40 平米 ,随时看,5000 元/月
整租·世博·济阳二村·2居室,整租,浦东世博 济阳二村 · 距离地铁长清路584米, 南 , 39 平米 ,随时看,5100 元/月
整租·世博·上南一村·2居室,整租,浦东世博 上南一村 · 距离地铁耀华路291米, 南 , 58 平米 ,随时看,4600 元/月
整租曹杨五村-南杨园·1居室,整租,曹杨 曹杨五村-南杨园 · 距离地铁金沙江路473米, 南 , 30 平米 ,随时看,4700 元/月
整租·周浦·小上海新城·1居室,整租,周浦 小上海新城, 南 , 55 平米 ,随时看,3200 元/月
整租·源深·梅园三街坊·2居室,整租,源深 梅园三街坊 · 距离地铁世纪大道688米, , 46 平米 ,随时看,6900 元/月
整租·陆家嘴·崂山五村·2居室,整租,陆家嘴 崂山五村 · 距离地铁浦东大道342米, 南 , 49 平米 ,随时看,6000 元/月
整租·五里桥·瞿溪路886-888号·1居室,整租,五里桥 瞿溪路886-888号 · 距离地铁鲁班路455米, 南 , 42 平米 ,随时看,5500 元/月
整租·龙柏·龙柏四村·1居室,整租,龙柏 龙柏四村 · 距离地铁龙柏新村693米, 南 , 42 平米 ,随时看,4500 元/月
整租·北新泾·绿园一村·2居室,整租,北新泾 绿园一村 · 距离地铁淞虹路646米, 南 , 65 平米 ,随时看,5200 元/月
整租·上海南站·汇成四村·1居室,整租,南站 汇成四村 · 距离地铁上海南站1165米, 南 , 34 平米 ,随时看,3600 元/月
整租·北新泾·红梅小区-长宁区·2居室,整租,北新泾 红梅小区-长宁区 · 距离地铁淞虹路596米, 南 , 60 平米 ,随时看,6000 元/月
整租·北新泾·新泾八村·1居室,整租,北新泾 新泾八村 · 距离地铁淞虹路499米, 南 , 60 平米 ,随时看,4300 元/月
整租·金杨·金桥路226弄·1居室,整租,金杨 金桥路226弄 · 距离地铁金桥路1400米, 南 , 30 平米 ,随时看,4500 元/月
整租·三林·凌兆新村-上浦路36弄·2居室,整租,三林 凌兆新村-上浦路36弄 · 距离地铁凌兆新村334米, 南北 , 72 平米 ,随时看,5000 元/月
整租·北新泾·红梅小区-长宁区·2居室,整租,北新泾 红梅小区-长宁区 · 距离地铁淞虹路596米, 南 , 44 平米 ,随时看,5000 元/月
整租·浦江·旭辉浦江国际广场·1居室,整租,浦江 旭辉浦江国际广场 · 距离地铁联航路580米, 南 , 48 平米 ,随时看,3000 元/月
整租·金汇·金汇花园一街坊·2居室,整租,金汇 金汇花园一街坊 · 距离地铁龙柏新村558米, 南 , 81 平米 ,随时看,6800 元/月
整租·光新·管弄新村三街坊·2居室,整租,光新 管弄新村三街坊 · 距离地铁岚皋路112米, 南 , 36 平米 ,随时看,5000 元/月
整租·斜土路·泰莱大厦·2居室,整租,斜土路大木桥 泰莱大厦 · 距离地铁大木桥路545米, 南 , 107 平米 ,随时看,9800 元/月
整租·周浦·汇丽苑-关岳路229弄·2居室,整租,周浦 汇丽苑-关岳路229弄, 南 , 77 平米 ,随时看,4200 元/月
整租·金杨·罗山一村-德平路25弄·1居室,整租,金杨 罗山一村-德平路25弄 · 距离地铁德平路1095米, 南 , 51 平米 ,随时看,3300 元/月
整租·三林·凌兆新村-凌兆路379弄·1居室,整租,三林 凌兆新村-凌兆路379弄 · 距离地铁灵岩南路596米, 西 , 29 平米 ,随时看,3500 元/月
整租·田林·田林十四村·2居室,整租,田林 田林十四村 · 距离地铁桂林路473米, 南 , 63 平米 ,随时看,7500 元/月
整租·田林·田林十三村·1居室,整租,田林 田林十三村 · 距离地铁桂林路577米, 南 , 29 平米 ,随时看,4300 元/月
整租·源深·梅园三村·1居室,整租,源深 梅园三村 · 距离地铁浦东大道401米, , 45 平米 ,随时看,4100 元/月
整租·潍坊·朱家滩小区·1居室,整租,潍坊 朱家滩小区 · 距离地铁商城路640米, 南 , 37 平米 ,随时看,5200 元/月
整租·古美·虹莘小区·3居室,整租,古美罗阳 虹莘小区 · 距离地铁虹莘路929米, 南 , 90 平米 ,随时看,6500 元/月
整租·镇宁路·华山花苑·1居室,整租,镇宁路 华山花苑 · 距离地铁交通大学165米, 南 , 46 平米 ,随时看,6000 元/月
整租·古美·新梅花苑二期·2居室,整租,古美罗阳 新梅花苑二期 · 距离地铁外环路700米, 南 , 58 平米 ,随时看,5000 元/月
整租·华泾·华建一街坊·2居室,整租,华泾 华建一街坊, 南 , 52 平米 ,随时看,4500 元/月
整租·航华·航华三村三街坊·2居室,整租,航华 航华三村三街坊 · 距离地铁航中路340米, 南 , 61 平米 ,随时看,4500 元/月
整租·北蔡·由由四村-严中路173弄·2居室,整租,北蔡 由由四村-严中路173弄 · 距离地铁杨高南路831米, 南 , 51 平米 ,随时看,4400 元/月
整租·北新泾·瑞冬小区·1居室,整租,北新泾 瑞冬小区 · 距离地铁北新泾698米, 南 , 40 平米 ,随时看,4400 元/月
整租·江湾镇·新市南路1100弄·2居室,整租,江湾镇 新市南路1100弄 · 距离地铁江湾镇870米, 南 , 66 平米 ,随时看,5800 元/月
整租·世博·上钢三村·1居室,整租,浦东世博 上钢三村 · 距离地铁耀华路481米, 南 , 29 平米 ,随时看,3800 元/月
整租·洋泾·栖山小区·2居室,整租,洋泾 栖山小区 · 距离地铁民生路672米, 南北 , 50 平米 ,随时看,5000 元/月
整租·周浦·周浦万达广场·1居室,整租,周浦 周浦万达广场, 北 , 43 平米 ,随时看,2500 元/月
整租·世博·济阳一村·1居室,整租,浦东世博 济阳一村 · 距离地铁长清路1006米, 南 , 43 平米 ,随时看,4100 元/月
整租·甘泉宜川·汪家井·1居室,整租,甘泉宜川 汪家井 · 距离地铁中潭路960米, 东南 , 35 平米 ,随时看,4500 元/月
整租·真如·恒力锦沧花园·4居室,整租,真如 恒力锦沧花园 · 距离地铁上海西站499米, 南 , 119 平米 ,随时看,9500 元/月
整租·金桥·沪南小区-博兴路250弄·2居室,整租,金桥 沪南小区-博兴路250弄 · 距离地铁博兴路790米, 南 , 48 平米 ,随时看,5200 元/月
整租·世博·上南二村·1居室,整租,浦东世博 上南二村 · 距离地铁耀华路370米, 南 , 29 平米 ,随时看,3500 元/月
整租·龙华·宛南二村·1居室,整租,龙华 宛南二村 · 距离地铁上海体育场628米, 南 , 28 平米 ,随时看,4600 元/月
整租·真光·真光十街坊·2居室,整租,真光 真光十街坊, 南 , 48 平米 ,随时看,4300 元/月
整租·长风·梅川一街坊·2居室,整租,长风 梅川一街坊 · 距离地铁大渡河路1111米, 南 , 56 平米 ,随时看,6300 元/月
整租·洋泾·凌高小区·1居室,整租,洋泾 凌高小区 · 距离地铁北洋泾路862米, 南 , 42 平米 ,随时看,3750 元/月
整租·长征·真源小区·2居室,整租,长征 真源小区 · 距离地铁真北路1015米, 南 , 57 平米 ,随时看,5500 元/月
整租·长征·东旺公寓·2居室,整租,长征 东旺公寓 · 距离地铁真北路1452米, , 60 平米 ,随时看,4900 元/月
整租海防新村·1居室,整租,洋泾 海防新村 · 距离地铁北洋泾路968米, 南 , 16 平米 ,随时看,4000 元/月
整租·金桥·金新花苑·1居室,整租,金桥 金新花苑 · 距离地铁金桥路579米, 南 , 49 平米 ,随时看,4300 元/月
整租·康健·寿祥坊·2居室,整租,康健 寿祥坊 · 距离地铁上海南站1111米, 南 , 60 平米 ,随时看,5200 元/月
整租·张江·盛大天地青春里二期·1居室,整租,张江 盛大天地青春里二期, 南 , 47 平米 ,随时看,4300 元/月
整租·康健·花苑村紫薇园·2居室,整租,康健 花苑村紫薇园 · 距离地铁虹漕路1375米, 南 , 61 平米 ,随时看,6000 元/月
整租·北蔡·聚龙家园·2居室,整租,北蔡 聚龙家园 · 距离地铁龙阳路1176米, 南 , 74 平米 ,随时看,5500 元/月
整租·真如·曹杨花苑·2居室,整租,真如 曹杨花苑 · 距离地铁上海西站612米, 南 , 60 平米 ,随时看,5600 元/月
整租·曹杨·曹杨五村-梅岭园·2居室,整租,曹杨 曹杨五村-梅岭园 · 距离地铁金沙江路440米, 南 , 51 平米 ,随时看,5500 元/月
整租·甘泉宜川·宜川四村·1居室,整租,甘泉宜川 宜川四村 · 距离地铁中潭路1008米, 南 , 18 平米 ,随时看,2500 元/月
整租·古美·新梅花苑一期·2居室,整租,古美罗阳 新梅花苑一期 · 距离地铁外环路583米, 南 , 58 平米 ,随时看,5300 元/月
整租·彭浦·共和新路4699弄·2居室,整租,彭浦 共和新路4699弄 · 距离地铁共康路181米, 南 , 60 平米 ,随时看,4600 元/月
整租·源深·梅园三街坊·2居室,整租,源深 梅园三街坊 · 距离地铁世纪大道688米, 南 , 51 平米 ,随时看,6300 元/月
整租·三林·南阳小区·1居室,整租,三林 南阳小区, 南 , 40 平米 ,随时看,3000 元/月
整租海防新村·1居室,整租,洋泾 海防新村 · 距离地铁北洋泾路968米, 南 , 41 平米 ,随时看,3600 元/月
整租朱家门小区-浦东大道2970弄·2居室,整租,金桥 朱家门小区-浦东大道2970弄 · 距离地铁东陆路634米, 南 , 69 平米 ,随时看,5100 元/月
整租·金桥·金鹏苑·2居室,整租,金桥 金鹏苑 · 距离地铁台儿庄路775米, 南 , 50 平米 ,随时看,4500 元/月
整租·北蔡·万邦都市花园五期·1居室,整租,北蔡 万邦都市花园五期 · 距离地铁锦绣路1163米, 东 , 54 平米 ,随时看,6200 元/月
整租·华泾·华欣家园·1居室,整租,华泾 华欣家园, 南 , 48 平米 ,随时看,3000 元/月
整租·金杨·金杨三街坊·2居室,整租,金杨 金杨三街坊 · 距离地铁云山路386米, 南 , 58 平米 ,随时看,4600 元/月
整租·周浦·果园一村·2居室,整租,周浦 果园一村, 南北 , 62 平米 ,随时看,3200 元/月
整租·光新·石泉六村·2居室,整租,光新 石泉六村 · 距离地铁岚皋路525米, 南 , 47 平米 ,随时看,4850 元/月
整租·塘桥·宁阳小区·2居室,整租,塘桥 宁阳小区 · 距离地铁塘桥384米, 南 , 54 平米 ,随时看,5300 元/月
整租·田林·田林十三村·1居室,整租,田林 田林十三村 · 距离地铁桂林路577米, 南 , 32 平米 ,随时看,4100 元/月
整租·五角场·茗苑·2居室,整租,五角场 茗苑 · 距离地铁国权路664米, 南 , 80 平米 ,随时看,7300 元/月
整租·徐家汇·乐山一村·2居室,整租,徐家汇 乐山一村 · 距离地铁交通大学630米, 南 , 44 平米 ,随时看,4700 元/月
整租·源深·梅园二街坊·2居室,整租,源深 梅园二街坊 · 距离地铁浦东大道571米, , 52 平米 ,随时看,6300 元/月
整租·梅陇·上海晶城晶欣坊·2居室,整租,春申 上海晶城晶欣坊, 南 , 75 平米 ,随时看,3800 元/月
整租·唐镇·大名城紫金九号·3居室,整租,唐镇 大名城紫金九号, 南北 , 112 平米 ,随时看,9500 元/月
整租·潍坊·潍坊五村·1居室,整租,潍坊 潍坊五村 · 距离地铁浦电路(6号线)597米, , 31 平米 ,随时看,5100 元/月
整租·真如·曹杨家园·1居室,整租,真如 曹杨家园 · 距离地铁上海西站529米, 南 , 60 平米 ,随时看,5500 元/月
整租·真光·真光九街坊·1居室,整租,真光 真光九街坊, 南 , 41 平米 ,随时看,4600 元/月
整租·长桥·长桥三村·1居室,整租,长桥 长桥三村, 南 , 43 平米 ,随时看,4200 元/月
整租·张江·盛大天地青春里二期·2居室,整租,张江 盛大天地青春里二期, 南 , 52 平米 ,随时看,5600 元/月
整租·梅陇·上海阳城·2居室,整租,梅陇 上海阳城 · 距离地铁外环路461米, 南 , 98 平米 ,随时看,7200 元/月
整租·北新泾·天蒲小区·2居室,整租,北新泾 天蒲小区 · 距离地铁北新泾101米, 南 , 60 平米 ,随时看,5100 元/月
整租·康健·薛家宅小区·2居室,整租,康健 薛家宅小区 · 距离地铁桂林公园852米, 南 , 55 平米 ,随时看,6100 元/月
整租·洋泾·凌高小区·2居室,整租,洋泾 凌高小区 · 距离地铁北洋泾路862米, 北 , 89 平米 ,随时看,5700 元/月
整租·北蔡·大华锦绣华城十六街区·3居室,整租,北蔡 大华锦绣华城十六街区 · 距离地铁杨高南路1454米, 南 , 120 平米 ,随时看,9000 元/月
整租·金杨·罗山七村-龙居路191弄·2居室,整租,金杨 罗山七村-龙居路191弄 · 距离地铁云山路831米, 南 , 62 平米 ,随时看,4300 元/月
整租·梅陇·罗阳七村·1居室,整租,梅陇 罗阳七村 · 距离地铁外环路664米, 南 , 52 平米 ,随时看,4500 元/月
整租·甘泉宜川·龚家宅·2居室,整租,甘泉宜川 龚家宅 · 距离地铁中潭路469米, 南北 , 55 平米 ,随时看,4800 元/月
整租·七宝·金美苑·2居室,整租,七宝 金美苑 · 距离地铁中春路534米, 南 , 72 平米 ,随时看,5200 元/月
整租·华泾·华发小区·3居室,整租,华泾 华发小区, 南 , 101 平米 ,随时看,6000 元/月
整租·莘庄·莘城苑·2居室,整租,莘庄 莘城苑, 南 , 81 平米 ,随时看,4500 元/月
整租·洋泾·阳光二村·1居室,整租,洋泾 阳光二村 · 距离地铁德平路1019米, 南 , 40 平米 ,随时看,3600 元/月
整租·源深·梅园三街坊·2居室,整租,源深 梅园三街坊 · 距离地铁世纪大道688米, 南 , 46 平米 ,随时看,5200 元/月
整租·源深·梅园二街坊·1居室,整租,源深 梅园二街坊 · 距离地铁浦东大道571米, 南 , 38 平米 ,随时看,3800 元/月
整租·斜土路·日晖二村·1居室,整租,斜土路大木桥 日晖二村 · 距离地铁大木桥路193米, 南 , 32 平米 ,随时看,5500 元/月
整租·颛桥·万顺水原墅-公寓·1居室,整租,颛桥 万顺水原墅-公寓 · 距离地铁北桥754米, 南 , 59 平米 ,随时看,3600 元/月
整租·北蔡·大华锦绣华城十六街区·2居室,整租,北蔡 大华锦绣华城十六街区 · 距离地铁杨高南路1454米, 南 , 97 平米 ,随时看,7600 元/月
整租·金桥·上泰雅苑·2居室,整租,金桥 上泰雅苑 · 距离地铁东陆路602米, 南 , 85 平米 ,随时看,5500 元/月
整租·陆家嘴·崂山五村·1居室,整租,陆家嘴 崂山五村 · 距离地铁浦东大道342米, 南 , 39 平米 ,随时看,5300 元/月
整租·康健·寿益坊·2居室,整租,康健 寿益坊 · 距离地铁上海南站1348米, 南 , 53 平米 ,随时看,5500 元/月
整租·周浦·周浦万达广场·2居室,整租,周浦 周浦万达广场, 西 , 43 平米 ,随时看,2500 元/月
整租·航华·航华二村-嘉丰公寓·2居室,整租,航华 航华二村-嘉丰公寓 · 距离地铁航中路875米, 南 , 80 平米 ,随时看,5500 元/月
整租·周浦·圣鑫苑-周东路902弄·1居室,整租,康桥 圣鑫苑-周东路902弄, 南 , 58 平米 ,随时看,3200 元/月
整租·康桥·美林小城·2居室,整租,康桥 美林小城, 南 , 84 平米 ,随时看,4400 元/月
整租·周浦·海通新村·2居室,整租,周浦 海通新村, 南 , 88 平米 ,随时看,3500 元/月
整租·夏阳·夏阳湖国际花园东区-华浦南路699弄·3居室,整租,夏阳 夏阳湖国际花园东区-华浦南路699弄, 南 , 135 平米 ,随时看,4130 元/月
整租·上海南站·汇成四村·2居室,整租,南站 汇成四村 · 距离地铁上海南站1165米, 南北 , 53 平米 ,随时看,4700 元/月
整租·大宁·谈家桥路163弄·1居室,整租,大宁 谈家桥路163弄 · 距离地铁中山北路685米, 西 , 32 平米 ,随时看,4500 元/月
整租·甘泉宜川·宜川六村·2居室,整租,甘泉宜川 宜川六村 · 距离地铁中潭路333米, 南 , 35 平米 ,随时看,4000 元/月
整租·洋泾·阳光三村·2居室,整租,洋泾 阳光三村 · 距离地铁芳甸路562米, 南 , 52 平米 ,随时看,5500 元/月
整租·华泾·华泾绿苑·1居室,整租,华泾 华泾绿苑, 南 , 62 平米 ,随时看,3800 元/月
整租·周浦·慧晶国际·2居室,整租,周浦 慧晶国际, 北 , 46 平米 ,随时看,3100 元/月
整租·梅陇·罗阳二村·1居室,整租,梅陇 罗阳二村 · 距离地铁莲花路1262米, 南 , 53 平米 ,随时看,3200 元/月
整租·世博·德州三村·1居室,整租,浦东世博 德州三村 · 距离地铁成山路528米, 南 , 29 平米 ,随时看,3850 元/月
整租·大宁·沪太路651弄·1居室,整租,大宁 沪太路651弄 · 距离地铁中潭路964米, 南北 , 26 平米 ,随时看,4500 元/月
整租·万体馆·漕溪一村·1居室,整租,龙华 漕溪一村 · 距离地铁漕溪路350米, 南 , 38 平米 ,随时看,4800 元/月
整租·打浦桥·打浦路339弄·1居室,整租,打浦桥 打浦路339弄 · 距离地铁鲁班路237米, 南 , 35 平米 ,随时看,4700 元/月
整租·真如·海棠苑·2居室,整租,真如 海棠苑, 南 , 72 平米 ,随时看,4700 元/月
整租·香花桥·乐活天地·1居室,整租,香花桥 乐活天地, 南 , 41 平米 ,随时看,1600 元/月
整租·北新泾·金菊小区·1居室,整租,北新泾 金菊小区 · 距离地铁北新泾826米, , 39 平米 ,随时看,4200 元/月
整租·真如·兰溪路230弄·1居室,整租,真如 兰溪路230弄 · 距离地铁真如688米, 南 , 39 平米 ,随时看,4400 元/月
整租·北新泾·协和家园·2居室,整租,北新泾 协和家园 · 距离地铁淞虹路822米, 南 , 78 平米 ,随时看,7600 元/月
整租·北蔡·莲溪五村·1居室,整租,北蔡 莲溪五村 · 距离地铁芳华路1475米, 南 , 71 平米 ,随时看,4500 元/月
整租·长风·梅川一街坊·2居室,整租,长风 梅川一街坊 · 距离地铁大渡河路1111米, 南 , 57 平米 ,随时看,4900 元/月
整租·五里桥·丽园新村·1居室,整租,五里桥 丽园新村 · 距离地铁陆家浜路648米, 南 , 31 平米 ,随时看,4200 元/月
